Gene stable ID	Gene name	Gene description
ENSG00000211460	TSN	translin [Source:HGNC Symbol;Acc:HGNC:12379]
ENSG00000205976	RP11-404K5.2	
ENSG00000198021	SPANXA1	sperm protein associated with the nucleus, X-linked, family member A1 [Source:HGNC Symbol;Acc:HGNC:11218]
ENSG00000231258	ZSWIM5P2	zinc finger SWIM-type containing 5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43769]
ENSG00000160190	SLC37A1	solute carrier family 37 member 1 [Source:HGNC Symbol;Acc:HGNC:11024]
ENSG00000266378	RP11-214O1.3	
ENSG00000154917	RAB6B	RAB6B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14902]
ENSG00000126561	STAT5A	signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366]
ENSG00000010278	CD9	CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]
ENSG00000176923	OR7A15P	olfactory receptor family 7 subfamily A member 15 pseudogene [Source:HGNC Symbol;Acc:HGNC:8361]
ENSG00000183598	HIST2H3D	histone cluster 2 H3 family member d [Source:HGNC Symbol;Acc:HGNC:25311]
ENSG00000205267	DGAT2L7P	diacylglycerol O-acyltransferase 2 like 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:44367]
ENSG00000224796	RPL32P1	ribosomal protein L32 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10339]
ENSG00000227064	RP3-363L9.1	
ENSG00000227292	AC009229.5	
ENSG00000105289	TJP3	tight junction protein 3 [Source:HGNC Symbol;Acc:HGNC:11829]
ENSG00000107147	KCNT1	potassium sodium-activated channel subfamily T member 1 [Source:HGNC Symbol;Acc:HGNC:18865]
ENSG00000267138	AC005954.3	
ENSG00000182749	PAQR7	progestin and adipoQ receptor family member 7 [Source:HGNC Symbol;Acc:HGNC:23146]
ENSG00000188959	C9orf152	chromosome 9 open reading frame 152 [Source:HGNC Symbol;Acc:HGNC:31455]
ENSG00000111731	C2CD5	C2 calcium dependent domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29062]
ENSG00000235908	RHOA-IT1	RHOA intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41308]
ENSG00000250546	RP11-8L2.1	
ENSG00000179528	LBX2	ladybird homeobox 2 [Source:HGNC Symbol;Acc:HGNC:15525]
ENSG00000240666	MME-AS1	MME antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40376]
ENSG00000225622	PPIAP17	peptidylprolyl isomerase A pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:16334]
ENSG00000219891	ZSCAN12P1	zinc finger and SCAN domain containing 12 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:13850]
ENSG00000248949	RP11-661C8.2	
ENSG00000242841	KRT8P35	keratin 8 pseudogene 35 [Source:HGNC Symbol;Acc:HGNC:39869]
ENSG00000267333	ASNSP6	asparagine synthetase pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:49876]
ENSG00000229682	AC114755.5	
ENSG00000265128	RP11-15F12.3	
ENSG00000270062	RP11-248J18.3	
ENSG00000258843	RP11-286O18.1	
ENSG00000232579	MTCO1P27	mitochondrially encoded cytochrome c oxidase I pseudogene 27 [Source:HGNC Symbol;Acc:HGNC:52092]
ENSG00000173875	ZNF791	zinc finger protein 791 [Source:HGNC Symbol;Acc:HGNC:26895]
ENSG00000229749	COTL1P1	coactosin-like F-actin binding protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2086]
ENSG00000260123	RP11-326A19.4	
ENSG00000188365	AC092171.2	
ENSG00000147475	ERLIN2	ER lipid raft associated 2 [Source:HGNC Symbol;Acc:HGNC:1356]
ENSG00000261549	RP11-320A16.1	
ENSG00000226676	RP11-589B3.6	
ENSG00000214881	TMEM14DP	transmembrane protein 14D, pseudogene [Source:HGNC Symbol;Acc:HGNC:15660]
ENSG00000182185	RAD51B	RAD51 paralog B [Source:HGNC Symbol;Acc:HGNC:9822]
ENSG00000241878	PISD	phosphatidylserine decarboxylase [Source:HGNC Symbol;Acc:HGNC:8999]
ENSG00000182873	PRKCZ-AS1	PRKCZ antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40477]
ENSG00000214093	RP11-247I13.3	
ENSG00000034971	MYOC	myocilin [Source:HGNC Symbol;Acc:HGNC:7610]
ENSG00000116830	TTF2	transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:12398]
ENSG00000236681	DSTNP5	destrin, actin depolymerizing factor pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:44549]
ENSG00000231181	RP13-15M17.1	
ENSG00000271597	RP11-85D18.1	
ENSG00000265494	RP11-131K5.2	
ENSG00000236088	COX10-AS1	COX10 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:38873]
ENSG00000134760	DSG1	desmoglein 1 [Source:HGNC Symbol;Acc:HGNC:3048]
ENSG00000134716	CYP2J2	cytochrome P450 family 2 subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:2634]
ENSG00000271763	RP11-386M24.9	
ENSG00000172795	DCP2	decapping mRNA 2 [Source:HGNC Symbol;Acc:HGNC:24452]
ENSG00000047365	ARAP2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16924]
ENSG00000260650	RP11-403P17.2	
ENSG00000256084	RP11-134N1.2	
ENSG00000259380	RP11-346D14.1	
ENSG00000261303	RP11-160C18.2	
ENSG00000243154	CTD-2501O3.2	
ENSG00000261386	CTD-2012K14.6	
ENSG00000240634	RP11-1348G14.1	
ENSG00000223572	CKMT1A	creatine kinase, mitochondrial 1A [Source:HGNC Symbol;Acc:HGNC:31736]
ENSG00000229156	RP11-250H24.2	
ENSG00000237842	RP11-110J1.2	
ENSG00000231937	RP11-329E24.6	
ENSG00000147100	SLC16A2	solute carrier family 16 member 2 [Source:HGNC Symbol;Acc:HGNC:10923]
ENSG00000231799	PA2G4P6	proliferation-associated 2G4 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:32219]
ENSG00000136169	SETDB2	SET domain bifurcated 2 [Source:HGNC Symbol;Acc:HGNC:20263]
ENSG00000135297	MTO1	mitochondrial tRNA translation optimization 1 [Source:HGNC Symbol;Acc:HGNC:19261]
ENSG00000165119	HNRNPK	heterogeneous nuclear ribonucleoprotein K [Source:HGNC Symbol;Acc:HGNC:5044]
ENSG00000203506	RBMS3-AS2	RBMS3 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:39988]
ENSG00000132530	XAF1	XIAP associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30932]
ENSG00000187398	LUZP2	leucine zipper protein 2 [Source:HGNC Symbol;Acc:HGNC:23206]
ENSG00000261471	RP11-61F12.1	
ENSG00000105866	SP4	Sp4 transcription factor [Source:HGNC Symbol;Acc:HGNC:11209]
ENSG00000237806	FAUP2	FAU, ubiquitin like and ribosomal protein S30 fusion pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:36535]
ENSG00000166347	CYB5A	cytochrome b5 type A [Source:HGNC Symbol;Acc:HGNC:2570]
ENSG00000036530	CYP46A1	cytochrome P450 family 46 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2641]
ENSG00000238245	MYO5BP2	myosin VB pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38496]
ENSG00000110756	HPS5	HPS5, biogenesis of lysosomal organelles complex 2 subunit 2 [Source:HGNC Symbol;Acc:HGNC:17022]
ENSG00000236595	MED15P5	mediator complex subunit 15 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:48654]
ENSG00000243081	RP11-231E6.1	
ENSG00000238273	AC012360.6	
ENSG00000117643	MAN1C1	mannosidase alpha class 1C member 1 [Source:HGNC Symbol;Acc:HGNC:19080]
ENSG00000136560	TANK	TRAF family member associated NFKB activator [Source:HGNC Symbol;Acc:HGNC:11562]
ENSG00000165195	PIGA	phosphatidylinositol glycan anchor biosynthesis class A [Source:HGNC Symbol;Acc:HGNC:8957]
ENSG00000121361	KCNJ8	potassium voltage-gated channel subfamily J member 8 [Source:HGNC Symbol;Acc:HGNC:6269]
ENSG00000111716	LDHB	lactate dehydrogenase B [Source:HGNC Symbol;Acc:HGNC:6541]
ENSG00000228112	AC112220.2	
ENSG00000267030	CTB-50L17.7	
ENSG00000102287	GABRE	gamma-aminobutyric acid type A receptor epsilon subunit [Source:HGNC Symbol;Acc:HGNC:4085]
ENSG00000197619	ZNF615	zinc finger protein 615 [Source:HGNC Symbol;Acc:HGNC:24740]
ENSG00000124440	HIF3A	hypoxia inducible factor 3 alpha subunit [Source:HGNC Symbol;Acc:HGNC:15825]
ENSG00000182218	HHIPL1	HHIP like 1 [Source:HGNC Symbol;Acc:HGNC:19710]
ENSG00000142405	NLRP12	NLR family pyrin domain containing 12 [Source:HGNC Symbol;Acc:HGNC:22938]
ENSG00000228206	AC016717.1	
ENSG00000171405	XAGE5	X antigen family member 5 [Source:HGNC Symbol;Acc:HGNC:30930]
ENSG00000112077	RHAG	Rh-associated glycoprotein [Source:HGNC Symbol;Acc:HGNC:10006]
ENSG00000255552	LY6G6E	lymphocyte antigen 6 family member G6E [Source:HGNC Symbol;Acc:HGNC:13934]
ENSG00000261707	RP11-264M12.2	
ENSG00000116786	PLEKHM2	pleckstrin homology and RUN domain containing M2 [Source:HGNC Symbol;Acc:HGNC:29131]
ENSG00000224459	RP11-169K16.4	
ENSG00000261581	HERC2P11	hect domain and RLD 2 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:49882]
ENSG00000235414	RPSAP24	ribosomal protein SA pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:36362]
ENSG00000273258	RP11-394I13.3	
ENSG00000205424	AL592528.1	
ENSG00000234102	KRT19P4	keratin 19 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:45073]
ENSG00000250471	GMPSP1	guanine monophosphate synthase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39428]
ENSG00000186377	CYP4X1	cytochrome P450 family 4 subfamily X member 1 [Source:HGNC Symbol;Acc:HGNC:20244]
ENSG00000233654	AC093388.3	
ENSG00000232314	PSMC1P13	proteasome 26S subunit, ATPase 1 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:39788]
ENSG00000153561	RMND5A	required for meiotic nuclear division 5 homolog A [Source:HGNC Symbol;Acc:HGNC:25850]
ENSG00000267039	RP11-58G13.1	
ENSG00000235911	AC019055.1	
ENSG00000271199	RP13-216E22.5	
ENSG00000132952	USPL1	ubiquitin specific peptidase like 1 [Source:HGNC Symbol;Acc:HGNC:20294]
ENSG00000261654	RP11-96K19.4	
ENSG00000204011	COL5A1-AS1	COL5A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:31368]
ENSG00000260395	CTD-2649C14.1	
ENSG00000255307	OR52B2	olfactory receptor family 52 subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:15207]
ENSG00000102763	VWA8	von Willebrand factor A domain containing 8 [Source:HGNC Symbol;Acc:HGNC:29071]
ENSG00000168612	ZSWIM1	zinc finger SWIM-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16155]
ENSG00000251441	RTEL1P1	regulator of telomere elongation helicase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44213]
ENSG00000260830	RP11-524O1.4	
ENSG00000260179	RP5-902P8.12	
ENSG00000176024	ZNF613	zinc finger protein 613 [Source:HGNC Symbol;Acc:HGNC:25827]
ENSG00000234597	AC010096.1	
ENSG00000173418	NAA20	N(alpha)-acetyltransferase 20, NatB catalytic subunit [Source:HGNC Symbol;Acc:HGNC:15908]
ENSG00000090097	PCBP4	poly(rC) binding protein 4 [Source:HGNC Symbol;Acc:HGNC:8652]
ENSG00000250422	RP11-484L7.1	
ENSG00000227563	RNF11P2	ring finger protein 11 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16535]
ENSG00000234185	RP5-1132H15.1	
ENSG00000203327	AC012358.7	
ENSG00000164032	H2AFZ	H2A histone family member Z [Source:HGNC Symbol;Acc:HGNC:4741]
ENSG00000179066	CTD-2527I21.15	
ENSG00000022976	ZNF839	zinc finger protein 839 [Source:HGNC Symbol;Acc:HGNC:20345]
ENSG00000102057	KCND1	potassium voltage-gated channel subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:6237]
ENSG00000268107	AC003005.4	
ENSG00000238118	SLC25A24P2	SLC25A24 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:48934]
ENSG00000229503	AC092155.1	
ENSG00000215914	MMP23A	matrix metallopeptidase 23A (pseudogene) [Source:HGNC Symbol;Acc:HGNC:7170]
ENSG00000238139	RP11-393N21.1	
ENSG00000256672	RP11-218M22.2	
ENSG00000204195	AWAT1	acyl-CoA wax alcohol acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23252]
ENSG00000003509	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816]
ENSG00000272861	RP11-332H14.1	
ENSG00000114948	ADAM23	ADAM metallopeptidase domain 23 [Source:HGNC Symbol;Acc:HGNC:202]
ENSG00000189332	RP11-113D6.10	
ENSG00000135018	UBQLN1	ubiquilin 1 [Source:HGNC Symbol;Acc:HGNC:12508]
ENSG00000233265	MICF	MHC class I polypeptide-related sequence F (pseudogene) [Source:HGNC Symbol;Acc:HGNC:16801]
ENSG00000230521	HCG4P7	HLA complex group 4 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:22926]
ENSG00000235963	MCCD1P1	mitochondrial coiled-coil domain 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33449]
ENSG00000226987	RP11-544A12.5	
ENSG00000259676	RP11-343B18.2	
ENSG00000126861	OMG	oligodendrocyte myelin glycoprotein [Source:HGNC Symbol;Acc:HGNC:8135]
ENSG00000250377	CTC-467M3.3	
ENSG00000189362	NEMP2	nuclear envelope integral membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:33700]
ENSG00000243620	RP11-649A16.1	
ENSG00000170837	GPR27	G protein-coupled receptor 27 [Source:HGNC Symbol;Acc:HGNC:4482]
ENSG00000270472	IGHV3OR16-9	immunoglobulin heavy variable 3/OR16-9 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5644]
ENSG00000239412	RPL21P71	ribosomal protein L21 pseudogene 71 [Source:HGNC Symbol;Acc:HGNC:36049]
ENSG00000255192	NANOGP8	Nanog homeobox pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:23106]
ENSG00000249381	LINC00500	long intergenic non-protein coding RNA 500 [Source:HGNC Symbol;Acc:HGNC:43437]
ENSG00000224255	PDCL3P6	phosducin-like 3 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:44507]
ENSG00000255275	RP13-279N23.2	
ENSG00000204116	CHIC1	cysteine rich hydrophobic domain 1 [Source:HGNC Symbol;Acc:HGNC:1934]
ENSG00000225480	AC006548.19	
ENSG00000267404	RP11-49I11.2	
ENSG00000230040	LINC00364	long intergenic non-protein coding RNA 364 [Source:HGNC Symbol;Acc:HGNC:42686]
ENSG00000238122	RP11-483I13.2	
ENSG00000157625	TAB3	TGF-beta activated kinase 1 and MAP3K7 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30681]
ENSG00000272402	RP1-30M3.6	
ENSG00000256206	RP11-140L24.4	
ENSG00000227166	STSP1	steroid sulfatase (microsomal) pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:11426]
ENSG00000013583	HEBP1	heme binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17176]
ENSG00000188266	HYKK	hydroxylysine kinase [Source:HGNC Symbol;Acc:HGNC:34403]
ENSG00000235656	RPL36P18	ribosomal protein L36 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:36856]
ENSG00000267545	AC005779.2	
ENSG00000168875	SOX14	SRY-box 14 [Source:HGNC Symbol;Acc:HGNC:11193]
ENSG00000166035	LIPC	lipase C, hepatic type [Source:HGNC Symbol;Acc:HGNC:6619]
ENSG00000259600	RP11-925D8.3	
ENSG00000007047	MARK4	microtubule affinity regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538]
ENSG00000237373	BRWD1-IT1	BRWD1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41920]
ENSG00000259671	MTCYBP23	mitochondrially encoded cytochrome b pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:51980]
ENSG00000107021	TBC1D13	TBC1 domain family member 13 [Source:HGNC Symbol;Acc:HGNC:25571]
ENSG00000235784	HNRNPA1P29	heterogeneous nuclear ribonucleoprotein A1 pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:39547]
ENSG00000168026	TTC21A	tetratricopeptide repeat domain 21A [Source:HGNC Symbol;Acc:HGNC:30761]
ENSG00000233343	ATP6V1G1P4	ATPase H+ transporting V1 subunit G1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:37671]
ENSG00000183566	BPIFA4P	BPI fold containing family A member 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:20469]
ENSG00000234498	RPL13AP20	ribosomal protein L13a pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:35709]
ENSG00000273233	RP11-713D19.1	
ENSG00000186329	TMEM212	transmembrane protein 212 [Source:HGNC Symbol;Acc:HGNC:34295]
ENSG00000231804	RP11-317B17.3	
ENSG00000173083	HPSE	heparanase [Source:HGNC Symbol;Acc:HGNC:5164]
ENSG00000173335	CST9	cystatin 9 [Source:HGNC Symbol;Acc:HGNC:13261]
ENSG00000204658	CST9LP2	cystatin 9-like pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44337]
ENSG00000228312	GAPDHP45	glyceraldehyde 3 phosphate dehydrogenase pseudogene 45 [Source:HGNC Symbol;Acc:HGNC:37802]
ENSG00000159214	CCDC24	coiled-coil domain containing 24 [Source:HGNC Symbol;Acc:HGNC:28688]
ENSG00000168143	FAM83B	family with sequence similarity 83 member B [Source:HGNC Symbol;Acc:HGNC:21357]
ENSG00000227382	EIF4A2P2	eukaryotic translation initiation factor 4A2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:45099]
ENSG00000249216	RP11-227F19.5	
ENSG00000143870	PDIA6	protein disulfide isomerase family A member 6 [Source:HGNC Symbol;Acc:HGNC:30168]
ENSG00000267199	RP11-861E21.2	
ENSG00000230910	RP3-525N10.2	
ENSG00000105085	MED26	mediator complex subunit 26 [Source:HGNC Symbol;Acc:HGNC:2376]
ENSG00000270789	RP11-632K20.8	
ENSG00000251609	SETP12	SET pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:42931]
ENSG00000213886	UBD	ubiquitin D [Source:HGNC Symbol;Acc:HGNC:18795]
ENSG00000170165	CR848007.2	
ENSG00000255074	RP11-140L24.3	
ENSG00000233424	RP11-175I6.5	
ENSG00000264876	RP11-138E9.2	
ENSG00000230245	RP11-475I24.7	
ENSG00000198542	ITGBL1	integrin subunit beta like 1 [Source:HGNC Symbol;Acc:HGNC:6164]
ENSG00000215399	HMGB3P7	high mobility group box 3 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:39299]
ENSG00000259321	RP11-468E2.5	
ENSG00000250261	CCDC74BP1	coiled-coil domain containing 74B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51917]
ENSG00000261771	DYX1C1-CCPG1	DYX1C1-CCPG1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:43019]
ENSG00000162692	VCAM1	vascular cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:12663]
ENSG00000100908	EMC9	ER membrane protein complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:20273]
ENSG00000236003	AC007050.17	
ENSG00000241722	RP11-255I10.1	
ENSG00000225973	PIGBOS1	PIGB opposite strand 1 [Source:HGNC Symbol;Acc:HGNC:50696]
ENSG00000140465	CYP1A1	cytochrome P450 family 1 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2595]
ENSG00000231963	RP11-493K23.4	
ENSG00000236871	LINC00106	long intergenic non-protein coding RNA 106 [Source:HGNC Symbol;Acc:HGNC:31843]
ENSG00000099917	MED15	mediator complex subunit 15 [Source:HGNC Symbol;Acc:HGNC:14248]
ENSG00000232496	RPL3P12	ribosomal protein L3 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:36298]
ENSG00000136546	SCN7A	sodium voltage-gated channel alpha subunit 7 [Source:HGNC Symbol;Acc:HGNC:10594]
ENSG00000225502	GAPDHP16	glyceraldehyde-3-phosphate dehydrogenase pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:23768]
ENSG00000256061	DYX1C1	dyslexia susceptibility 1 candidate 1 [Source:HGNC Symbol;Acc:HGNC:21493]
ENSG00000248332	TUB-AS1	TUB antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51120]
ENSG00000128016	ZFP36	ZFP36 ring finger protein [Source:HGNC Symbol;Acc:HGNC:12862]
ENSG00000166405	RIC3	RIC3 acetylcholine receptor chaperone [Source:HGNC Symbol;Acc:HGNC:30338]
ENSG00000142973	CYP4B1	cytochrome P450 family 4 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2644]
ENSG00000189409	MMP23B	matrix metallopeptidase 23B [Source:HGNC Symbol;Acc:HGNC:7171]
ENSG00000205696	ADARB2-AS1	ADARB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23299]
ENSG00000204118	NAP1L6	nucleosome assembly protein 1 like 6 [Source:HGNC Symbol;Acc:HGNC:31706]
ENSG00000270387	RP11-315D13.1	
ENSG00000071205	ARHGAP10	Rho GTPase activating protein 10 [Source:HGNC Symbol;Acc:HGNC:26099]
ENSG00000185736	ADARB2	adenosine deaminase, RNA specific B2 (inactive) [Source:HGNC Symbol;Acc:HGNC:227]
ENSG00000250855	RP11-269F21.1	
ENSG00000269533	AC003002.6	
ENSG00000248432	RP11-269F21.2	
ENSG00000250556	CCDC34P1	coiled-coil domain containing 34 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44008]
ENSG00000249815	RP11-269F21.3	
ENSG00000170983	LINC00208	long intergenic non-protein coding RNA 208 [Source:HGNC Symbol;Acc:HGNC:15535]
ENSG00000268533	AC004076.7	
ENSG00000186462	NAP1L2	nucleosome assembly protein 1 like 2 [Source:HGNC Symbol;Acc:HGNC:7638]
ENSG00000271270	TMCC1-AS1	TMCC1 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:49060]
ENSG00000183576	SETD3	SET domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20493]
ENSG00000197128	ZNF772	zinc finger protein 772 [Source:HGNC Symbol;Acc:HGNC:33106]
ENSG00000106852	LHX6	LIM homeobox 6 [Source:HGNC Symbol;Acc:HGNC:21735]
ENSG00000230311	TOMM20P4	TOMM20 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:50522]
ENSG00000237014	AC004074.4	
ENSG00000250307	TUBB8P3	tubulin beta 8 class VIII pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:42338]
ENSG00000233052	RP11-398B16.2	
ENSG00000133789	SWAP70	SWAP switching B-cell complex subunit 70 [Source:HGNC Symbol;Acc:HGNC:17070]
ENSG00000101265	RASSF2	Ras association domain family member 2 [Source:HGNC Symbol;Acc:HGNC:9883]
ENSG00000187650	VMAC	vimentin-type intermediate filament associated coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:33803]
ENSG00000261652	C15orf65	chromosome 15 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:44654]
ENSG00000114166	KAT2B	lysine acetyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:8638]
ENSG00000260036	RP11-178D12.2	
ENSG00000237357	RP11-475I24.3	
ENSG00000261440	DUX4L45	double homeobox 4 like 45 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:51783]
ENSG00000272630	RP11-344N10.5	
ENSG00000212952	RP11-475I24.9	
ENSG00000256060	TRAPPC2B	trafficking protein particle complex 2B [Source:HGNC Symbol;Acc:HGNC:10710]
ENSG00000130054	FAM155B	family with sequence similarity 155 member B [Source:HGNC Symbol;Acc:HGNC:30701]
ENSG00000227713	AC116609.1	
ENSG00000224236	MRRFP1	mitochondrial ribosome recycling factor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35238]
ENSG00000229593	SUCLA2P3	succinate-CoA ligase ADP-forming beta subunit pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38103]
ENSG00000248333	CDK11B	cyclin dependent kinase 11B [Source:HGNC Symbol;Acc:HGNC:1729]
ENSG00000260087	PCMTD1P2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38805]
ENSG00000236076	LINC01072	long intergenic non-protein coding RNA 1072 [Source:HGNC Symbol;Acc:HGNC:49112]
ENSG00000152433	ZNF547	zinc finger protein 547 [Source:HGNC Symbol;Acc:HGNC:26432]
ENSG00000188981	MSANTD1	Myb/SANT DNA binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33741]
ENSG00000231735	RP11-1O7.1	
ENSG00000272342	LINC01115	long intergenic non-protein coding RNA 1115 [Source:EntrezGene;Acc:339822]
ENSG00000228739	RP11-218I7.2	
ENSG00000228160	RP13-57D9.3	
ENSG00000270066	SCARNA2	
ENSG00000261166	RP11-775H9.3	
ENSG00000223751	AC116609.2	
ENSG00000259987	DUX4L46	double homeobox 4 like 46 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:51784]
ENSG00000261708	DNM1P32	dynamin 1 pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:35179]
ENSG00000231173	AC116609.3	
ENSG00000168676	KCTD19	potassium channel tetramerization domain containing 19 [Source:HGNC Symbol;Acc:HGNC:24753]
ENSG00000251567	RP11-775H9.2	
ENSG00000121743	GJA3	gap junction protein alpha 3 [Source:HGNC Symbol;Acc:HGNC:4277]
ENSG00000250643	RP11-93K22.6	
ENSG00000250665	RP11-775H9.1	
ENSG00000268133	AC003002.4	
ENSG00000249311	TERF1P3	telomeric repeat binding factor 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38499]
ENSG00000166402	TUB	tubby bipartite transcription factor [Source:HGNC Symbol;Acc:HGNC:12406]
ENSG00000263417	GTSCR1	Gilles de la Tourette syndrome chromosome region, candidate 1 [Source:HGNC Symbol;Acc:HGNC:18406]
ENSG00000188785	ZNF548	zinc finger protein 548 [Source:HGNC Symbol;Acc:HGNC:26561]
ENSG00000237667	LINC01115	long intergenic non-protein coding RNA 1115 [Source:HGNC Symbol;Acc:HGNC:49258]
ENSG00000265781	RP11-384E22.1	
ENSG00000265639	RP11-529J17.1	
ENSG00000251460	RP11-1258F18.1	
ENSG00000273267	RP11-338K13.1	
ENSG00000256557	RP11-1060J15.3	
ENSG00000263020	XXbac-BPG32J3.22	
ENSG00000226633	PPIAP28	peptidylprolyl isomerase A pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:39902]
ENSG00000230314	ELOVL2-AS1	ELOVL2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44156]
ENSG00000237849	NFYAP1	nuclear transcription factor Y subunit alpha pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:34078]
ENSG00000152463	OLAH	oleoyl-ACP hydrolase [Source:HGNC Symbol;Acc:HGNC:25625]
ENSG00000197977	ELOVL2	ELOVL fatty acid elongase 2 [Source:HGNC Symbol;Acc:HGNC:14416]
ENSG00000240053	LY6G5B	lymphocyte antigen 6 family member G5B [Source:HGNC Symbol;Acc:HGNC:13931]
ENSG00000226523	AC074375.1	
ENSG00000236391	AC092573.2	
ENSG00000267541	MTCO2P2	mitochondrially encoded cytochrome c oxidase II pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:25354]
